"county_areas","region","date","month","year","quarter","homicide_con","offences_against_the_person_con","sexual_offences_con","burglary_con","robbery_con","theft_and_handling_con","fraud_and_forgery_con","criminal_damage_con","drugs_offences_con","public_order_offences_con","all_other_offences_con","motoring_offences_con"
"Lancashire","North West","2014-06-01","Jun",2014,"Q2_2014",0,264,26,72,14,350,17,119,144,173,146,281
"Leicestershire","East Midlands","2014-06-01","Jun",2014,"Q2_2014",0,162,6,27,6,138,6,50,31,86,15,142
"Lincolnshire","East Midlands","2014-06-01","Jun",2014,"Q2_2014",0,80,5,27,3,105,8,13,30,43,6,119
"Merseyside","Mersey-Cheshire","2014-06-01","Jun",2014,"Q2_2014",1,265,23,37,20,296,17,54,285,183,181,250
"Metropolitan and City","Greater London","2014-06-01","Jun",2014,"Q2_2014",13,1252,125,226,174,1356,204,303,1102,697,496,1404
"Norfolk","East of England","2014-06-01","Jun",2014,"Q2_2014",0,210,15,19,3,164,9,65,71,112,17,101
"Northamptonshire","East Midlands","2014-06-01","Jun",2014,"Q2_2014",0,95,10,11,6,82,8,18,21,33,19,96
"Northumbria","North East","2014-06-01","Jun",2014,"Q2_2014",1,257,22,59,6,446,20,91,122,103,202,233
"North Wales","Cymru/Wales","2014-06-01","Jun",2014,"Q2_2014",0,131,6,17,2,191,6,64,44,63,119,273
"North Yorkshire","Yorkshire and Humberside","2014-06-01","Jun",2014,"Q2_2014",1,129,2,28,3,167,17,44,43,93,26,123
"Nottinghamshire","East Midlands","2014-06-01","Jun",2014,"Q2_2014",13,163,13,30,9,221,4,46,102,72,54,127
"South Wales","Cymru/Wales","2014-06-01","Jun",2014,"Q2_2014",1,242,18,37,15,296,6,79,122,133,54,556
"South Yorkshire","Yorkshire and Humberside","2014-06-01","Jun",2014,"Q2_2014",0,195,11,53,6,332,16,55,94,96,52,145
"Staffordshire","West Midlands","2014-06-01","Jun",2014,"Q2_2014",0,156,10,29,5,167,10,51,69,76,35,116
"Suffolk","East of England","2014-06-01","Jun",2014,"Q2_2014",0,158,6,10,2,133,5,49,52,74,23,94
"Surrey","South East","2014-06-01","Jun",2014,"Q2_2014",0,97,8,13,6,107,12,32,84,40,71,158
"Sussex","South East","2014-06-01","Jun",2014,"Q2_2014",0,186,29,38,6,236,27,50,98,63,53,197
"Thames Valley","Thames and Chiltern","2014-06-01","Jun",2014,"Q2_2014",7,302,38,53,12,336,15,59,180,123,27,335
"Warwickshire","West Midlands","2014-06-01","Jun",2014,"Q2_2014",2,49,2,8,4,69,2,18,14,11,25,69
"West Mercia","West Midlands","2014-06-01","Jun",2014,"Q2_2014",1,143,15,29,8,140,16,39,56,64,38,180
"West Midlands","West Midlands","2014-06-01","Jun",2014,"Q2_2014",2,385,48,55,49,497,37,96,221,144,159,324
"West Yorkshire","Yorkshire and Humberside","2014-06-01","Jun",2014,"Q2_2014",3,356,46,85,19,402,19,86,126,112,49,268
"Wiltshire","Oxfordshire","2014-06-01","Jun",2014,"Q2_2014",0,62,5,3,3,73,2,27,34,13,25,70
"Avon and Somerset","South West","2014-07-01","Jul",2014,"Q3_2014",1,289,54,55,10,358,25,70,124,112,93,219
"Bedfordshire","Thames and Chiltern","2014-07-01","Jul",2014,"Q3_2014",3,87,5,25,11,67,4,17,28,29,13,54
"Cambridgeshire","East of England","2014-07-01","Jul",2014,"Q3_2014",0,115,4,10,1,110,5,22,28,56,14,75
"Cheshire","Mersey-Cheshire","2014-07-01","Jul",2014,"Q3_2014",1,195,17,20,6,214,11,41,67,81,48,143
"Cleveland","North East","2014-07-01","Jul",2014,"Q3_2014",0,130,7,44,12,278,10,41,58,112,19,105
"Cumbria","North West","2014-07-01","Jul",2014,"Q3_2014",0,108,10,7,2,96,5,36,41,59,44,87
"Derbyshire","East Midlands","2014-07-01","Jul",2014,"Q3_2014",2,184,14,45,9,178,19,47,52,53,33,158
"Devon and Cornwall","South West","2014-07-01","Jul",2014,"Q3_2014",2,157,9,29,5,179,13,68,69,66,70,155
"Dorset","Oxfordshire","2014-07-01","Jul",2014,"Q3_2014",0,114,7,25,6,111,9,32,38,40,23,103
"Durham","North East","2014-07-01","Jul",2014,"Q3_2014",0,120,13,21,5,167,9,36,34,67,16,76
"Dyfed Powys","Cymru/Wales","2014-07-01","Jul",2014,"Q3_2014",0,72,9,16,0,57,3,28,84,54,33,209
"Essex","East of England","2014-07-01","Jul",2014,"Q3_2014",0,293,24,46,9,259,26,78,86,84,61,201
"Gloucestershire","South West","2014-07-01","Jul",2014,"Q3_2014",1,81,5,15,1,101,8,18,44,17,24,73
"GreaterManchester","North West","2014-07-01","Jul",2014,"Q3_2014",3,668,64,96,26,513,34,211,218,307,125,386
"Gwent","Cymru/Wales","2014-07-01","Jul",2014,"Q3_2014",1,97,10,26,5,117,6,56,51,69,19,81
"Hampshire","Oxfordshire","2014-07-01","Jul",2014,"Q3_2014",4,350,28,35,21,336,18,104,138,100,73,277
"Hertfordshire","Thames and Chiltern","2014-07-01","Jul",2014,"Q3_2014",1,147,8,33,5,152,32,32,75,58,19,140
"Humberside","Yorkshire and Humberside","2014-07-01","Jul",2014,"Q3_2014",1,236,29,35,10,290,22,54,80,138,25,119
"Kent","South East","2014-07-01","Jul",2014,"Q3_2014",4,240,28,51,12,331,23,98,135,79,123,190
"Lancashire","North West","2014-07-01","Jul",2014,"Q3_2014",3,341,33,50,24,414,16,114,130,224,138,249
"Leicestershire","East Midlands","2014-07-01","Jul",2014,"Q3_2014",0,163,11,24,6,160,17,36,39,60,13,122
"Lincolnshire","East Midlands","2014-07-01","Jul",2014,"Q3_2014",3,125,11,19,5,155,10,28,49,71,16,154
"Merseyside","Mersey-Cheshire","2014-07-01","Jul",2014,"Q3_2014",9,223,27,33,17,328,15,59,314,123,162,215
"Metropolitan and City","Greater London","2014-07-01","Jul",2014,"Q3_2014",10,1322,141,262,209,1411,206,312,1115,724,551,1464
"Norfolk","East of England","2014-07-01","Jul",2014,"Q3_2014",2,196,10,14,8,138,7,38,80,113,15,103
"Northamptonshire","East Midlands","2014-07-01","Jul",2014,"Q3_2014",0,117,8,15,8,106,9,20,37,39,15,131
"Northumbria","North East","2014-07-01","Jul",2014,"Q3_2014",1,293,34,70,17,473,29,106,125,159,147,235
"North Wales","Cymru/Wales","2014-07-01","Jul",2014,"Q3_2014",1,96,12,18,5,165,7,41,30,57,99,100
"North Yorkshire","Yorkshire and Humberside","2014-07-01","Jul",2014,"Q3_2014",2,125,7,23,3,142,8,29,48,106,34,108
"Nottinghamshire","East Midlands","2014-07-01","Jul",2014,"Q3_2014",7,253,23,35,26,256,11,48,140,91,45,161
"South Wales","Cymru/Wales","2014-07-01","Jul",2014,"Q3_2014",1,310,16,46,7,334,8,95,177,218,56,1231
"South Yorkshire","Yorkshire and Humberside","2014-07-01","Jul",2014,"Q3_2014",4,266,14,49,18,432,21,63,170,80,47,164
"Staffordshire","West Midlands","2014-07-01","Jul",2014,"Q3_2014",1,188,12,29,4,185,9,35,66,103,40,118
"Suffolk","East of England","2014-07-01","Jul",2014,"Q3_2014",1,158,8,16,5,116,12,35,54,63,8,93
"Surrey","South East","2014-07-01","Jul",2014,"Q3_2014",0,115,12,23,7,129,17,29,72,50,50,120
"Sussex","South East","2014-07-01","Jul",2014,"Q3_2014",0,250,23,37,10,281,13,44,95,83,109,232
"Thames Valley","Thames and Chiltern","2014-07-01","Jul",2014,"Q3_2014",3,252,23,44,11,332,15,80,145,149,33,297
"Warwickshire","West Midlands","2014-07-01","Jul",2014,"Q3_2014",0,63,9,16,0,92,7,16,28,20,15,76
"West Mercia","West Midlands","2014-07-01","Jul",2014,"Q3_2014",0,158,27,30,16,185,9,52,60,86,33,189
"West Midlands","West Midlands","2014-07-01","Jul",2014,"Q3_2014",2,478,42,101,58,636,26,128,233,165,211,326
"West Yorkshire","Yorkshire and Humberside","2014-07-01","Jul",2014,"Q3_2014",6,394,45,84,20,460,27,111,182,195,57,287
"Wiltshire","Oxfordshire","2014-07-01","Jul",2014,"Q3_2014",0,93,7,7,10,78,4,37,51,26,30,91
"Avon and Somerset","South West","2014-08-01","Aug",2014,"Q3_2014",2,165,33,37,9,234,13,59,95,101,87,158
"Bedfordshire","Thames and Chiltern","2014-08-01","Aug",2014,"Q3_2014",3,80,4,7,13,90,5,19,34,39,4,50
"Cambridgeshire","East of England","2014-08-01","Aug",2014,"Q3_2014",2,87,7,13,4,91,6,29,24,48,11,74
"Cheshire","Mersey-Cheshire","2014-08-01","Aug",2014,"Q3_2014",0,134,16,14,4,136,8,33,46,49,38,112
"Cleveland","North East","2014-08-01","Aug",2014,"Q3_2014",0,92,10,38,7,260,9,48,59,93,21,63
"Cumbria","North West","2014-08-01","Aug",2014,"Q3_2014",0,89,10,18,0,91,5,43,46,42,64,92
"Derbyshire","East Midlands","2014-08-01","Aug",2014,"Q3_2014",2,128,15,23,3,150,2,37,52,40,46,105
"Devon and Cornwall","South West","2014-08-01","Aug",2014,"Q3_2014",0,153,6,18,1,140,13,38,62,56,82,177
"Dorset","Oxfordshire","2014-08-01","Aug",2014,"Q3_2014",0,85,3,14,3,71,2,25,33,39,25,80
"Durham","North East","2014-08-01","Aug",2014,"Q3_2014",0,107,5,24,2,145,7,41,22,45,17,90
"Dyfed Powys","Cymru/Wales","2014-08-01","Aug",2014,"Q3_2014",0,66,1,12,2,73,2,29,70,52,22,151
"Essex","East of England","2014-08-01","Aug",2014,"Q3_2014",1,239,28,40,11,195,29,65,80,60,46,186
"Gloucestershire","South West","2014-08-01","Aug",2014,"Q3_2014",1,49,3,5,2,66,5,16,35,14,17,44
"GreaterManchester","North West","2014-08-01","Aug",2014,"Q3_2014",7,609,26,110,33,516,32,173,178,271,111,341
"Gwent","Cymru/Wales","2014-08-01","Aug",2014,"Q3_2014",2,95,8,22,4,114,3,41,30,64,20,82
"Hampshire","Oxfordshire","2014-08-01","Aug",2014,"Q3_2014",0,291,26,23,3,299,20,77,128,115,64,223
"Hertfordshire","Thames and Chiltern","2014-08-01","Aug",2014,"Q3_2014",0,179,11,39,1,144,18,39,72,70,26,143
"Humberside","Yorkshire and Humberside","2014-08-01","Aug",2014,"Q3_2014",3,178,18,38,8,203,12,42,71,126,32,118
"Kent","South East","2014-08-01","Aug",2014,"Q3_2014",2,188,18,29,4,276,12,66,97,49,133,152
"Lancashire","North West","2014-08-01","Aug",2014,"Q3_2014",0,281,27,65,21,280,9,89,109,121,179,237
"Leicestershire","East Midlands","2014-08-01","Aug",2014,"Q3_2014",0,123,14,21,10,135,9,34,33,51,24,125
"Lincolnshire","East Midlands","2014-08-01","Aug",2014,"Q3_2014",0,82,7,8,5,99,4,15,29,48,16,112
"Merseyside","Mersey-Cheshire","2014-08-01","Aug",2014,"Q3_2014",1,202,27,35,16,213,11,57,180,111,108,153
"Metropolitan and City","Greater London","2014-08-01","Aug",2014,"Q3_2014",8,1230,122,237,155,1227,208,319,1024,608,448,1207
"Norfolk","East of England","2014-08-01","Aug",2014,"Q3_2014",0,185,8,13,7,161,6,47,72,118,24,93
"Northamptonshire","East Midlands","2014-08-01","Aug",2014,"Q3_2014",3,84,14,21,4,110,7,24,36,52,13,118
"Northumbria","North East","2014-08-01","Aug",2014,"Q3_2014",0,265,22,58,5,440,27,96,106,222,68,220
"North Wales","Cymru/Wales","2014-08-01","Aug",2014,"Q3_2014",0,83,9,21,2,119,4,30,38,53,72,55
"North Yorkshire","Yorkshire and Humberside","2014-08-01","Aug",2014,"Q3_2014",0,103,4,29,7,148,8,30,58,81,16,99
"Nottinghamshire","East Midlands","2014-08-01","Aug",2014,"Q3_2014",2,188,9,47,16,225,9,43,98,75,39,151
"South Wales","Cymru/Wales","2014-08-01","Aug",2014,"Q3_2014",0,285,20,36,5,277,20,75,153,149,64,363
"South Yorkshire","Yorkshire and Humberside","2014-08-01","Aug",2014,"Q3_2014",1,223,15,37,2,285,6,74,107,102,35,121
"Staffordshire","West Midlands","2014-08-01","Aug",2014,"Q3_2014",0,156,25,20,8,167,9,46,69,80,45,135
"Suffolk","East of England","2014-08-01","Aug",2014,"Q3_2014",0,149,5,19,4,109,9,36,46,88,10,79
"Surrey","South East","2014-08-01","Aug",2014,"Q3_2014",0,98,11,17,0,126,11,42,76,30,55,120
"Sussex","South East","2014-08-01","Aug",2014,"Q3_2014",1,214,14,27,8,139,20,36,84,89,70,154
"Thames Valley","Thames and Chiltern","2014-08-01","Aug",2014,"Q3_2014",1,305,30,75,25,297,20,42,145,143,37,285
"Warwickshire","West Midlands","2014-08-01","Aug",2014,"Q3_2014",0,54,9,5,1,62,3,7,19,15,11,81
"West Mercia","West Midlands","2014-08-01","Aug",2014,"Q3_2014",0,150,13,24,5,186,7,46,32,66,25,150
"West Midlands","West Midlands","2014-08-01","Aug",2014,"Q3_2014",1,426,31,80,36,492,29,93,173,132,149,270
"West Yorkshire","Yorkshire and Humberside","2014-08-01","Aug",2014,"Q3_2014",2,369,48,92,27,440,29,92,149,116,59,294
"Wiltshire","Oxfordshire","2014-08-01","Aug",2014,"Q3_2014",0,73,7,13,1,88,4,17,27,27,32,78
"Avon and Somerset","South West","2014-09-01","Sep",2014,"Q3_2014",2,215,39,53,12,283,18,77,113,134,75,195
"Bedfordshire","Thames and Chiltern","2014-09-01","Sep",2014,"Q3_2014",4,69,10,9,6,87,8,16,49,25,6,97
"Cambridgeshire","East of England","2014-09-01","Sep",2014,"Q3_2014",0,110,4,25,3,109,8,29,58,43,14,79
"Cheshire","Mersey-Cheshire","2014-09-01","Sep",2014,"Q3_2014",0,252,13,36,3,208,10,56,95,108,58,210
"Cleveland","North East","2014-09-01","Sep",2014,"Q3_2014",0,111,12,34,6,241,12,35,75,122,26,97
"Cumbria","North West","2014-09-01","Sep",2014,"Q3_2014",0,84,10,10,3,94,6,33,35,59,52,98
"Derbyshire","East Midlands","2014-09-01","Sep",2014,"Q3_2014",0,155,15,17,22,194,5,41,84,56,49,222
"Devon and Cornwall","South West","2014-09-01","Sep",2014,"Q3_2014",0,171,7,17,5,166,13,54,68,69,95,188
"Dorset","Oxfordshire","2014-09-01","Sep",2014,"Q3_2014",0,100,7,18,5,80,10,38,37,54,40,95
"Durham","North East","2014-09-01","Sep",2014,"Q3_2014",0,96,13,19,3,165,12,40,30,63,20,80
"Dyfed Powys","Cymru/Wales","2014-09-01","Sep",2014,"Q3_2014",0,83,9,9,1,49,4,21,53,49,6,201
"Essex","East of England","2014-09-01","Sep",2014,"Q3_2014",1,334,39,38,10,274,20,73,119,72,61,209
"Gloucestershire","South West","2014-09-01","Sep",2014,"Q3_2014",1,56,3,7,1,86,5,17,25,7,27,53
"GreaterManchester","North West","2014-09-01","Sep",2014,"Q3_2014",1,645,51,77,43,459,37,169,228,310,125,367
"Gwent","Cymru/Wales","2014-09-01","Sep",2014,"Q3_2014",0,71,1,10,4,81,3,20,35,60,17,36
"Hampshire","Oxfordshire","2014-09-01","Sep",2014,"Q3_2014",0,298,26,37,7,294,16,79,131,106,81,231
"Hertfordshire","Thames and Chiltern","2014-09-01","Sep",2014,"Q3_2014",0,185,14,15,7,192,20,26,63,71,14,157
"Humberside","Yorkshire and Humberside","2014-09-01","Sep",2014,"Q3_2014",1,214,21,40,5,216,25,44,80,100,34,139
"Kent","South East","2014-09-01","Sep",2014,"Q3_2014",2,244,26,50,11,352,26,74,115,65,130,221
"Lancashire","North West","2014-09-01","Sep",2014,"Q3_2014",1,307,28,74,23,307,20,98,138,189,128,253
"Leicestershire","East Midlands","2014-09-01","Sep",2014,"Q3_2014",1,121,10,26,15,127,7,27,29,61,20,134
"Lincolnshire","East Midlands","2014-09-01","Sep",2014,"Q3_2014",2,99,12,21,8,158,5,26,44,60,43,178
"Merseyside","Mersey-Cheshire","2014-09-01","Sep",2014,"Q3_2014",0,370,32,47,16,424,26,70,313,170,138,260
"Metropolitan and City","Greater London","2014-09-01","Sep",2014,"Q3_2014",12,1266,129,214,161,1206,190,311,1013,648,498,1360
"Norfolk","East of England","2014-09-01","Sep",2014,"Q3_2014",0,188,16,17,5,162,9,56,63,121,17,110
"Northamptonshire","East Midlands","2014-09-01","Sep",2014,"Q3_2014",1,105,15,22,10,98,13,31,37,46,8,121
"Northumbria","North East","2014-09-01","Sep",2014,"Q3_2014",0,263,25,48,17,422,19,82,80,172,66,202
"North Wales","Cymru/Wales","2014-09-01","Sep",2014,"Q3_2014",1,146,7,20,2,181,3,60,41,61,64,109
"North Yorkshire","Yorkshire and Humberside","2014-09-01","Sep",2014,"Q3_2014",1,126,7,18,1,178,15,47,48,94,27,144
"Nottinghamshire","East Midlands","2014-09-01","Sep",2014,"Q3_2014",1,215,8,28,16,248,7,69,122,87,79,174
"South Wales","Cymru/Wales","2014-09-01","Sep",2014,"Q3_2014",0,229,17,46,10,227,10,70,136,124,29,958
"South Yorkshire","Yorkshire and Humberside","2014-09-01","Sep",2014,"Q3_2014",1,264,16,50,6,373,12,81,131,133,46,155
"Staffordshire","West Midlands","2014-09-01","Sep",2014,"Q3_2014",3,199,15,21,10,185,11,49,71,106,38,115
"Suffolk","East of England","2014-09-01","Sep",2014,"Q3_2014",0,145,9,9,6,106,14,37,43,91,5,94
"Surrey","South East","2014-09-01","Sep",2014,"Q3_2014",0,106,9,17,3,139,15,26,54,53,55,152
"Sussex","South East","2014-09-01","Sep",2014,"Q3_2014",0,214,25,25,15,242,19,53,106,84,107,197
"Thames Valley","Thames and Chiltern","2014-09-01","Sep",2014,"Q3_2014",1,301,30,36,9,296,24,51,150,91,18,231
"Warwickshire","West Midlands","2014-09-01","Sep",2014,"Q3_2014",0,56,6,12,1,64,6,11,23,25,20,86
"West Mercia","West Midlands","2014-09-01","Sep",2014,"Q3_2014",1,155,13,23,6,202,10,49,50,74,30,201
"West Midlands","West Midlands","2014-09-01","Sep",2014,"Q3_2014",4,502,41,85,71,532,44,100,174,151,150,292
"West Yorkshire","Yorkshire and Humberside","2014-09-01","Sep",2014,"Q3_2014",5,414,47,100,30,439,39,109,168,140,60,290
"Wiltshire","Oxfordshire","2014-09-01","Sep",2014,"Q3_2014",0,85,16,11,4,95,5,28,31,36,43,67
"Avon and Somerset","South West","2014-10-01","Oct",2014,"Q4_2014",2,237,28,61,3,298,20,80,128,96,89,224
"Bedfordshire","Thames and Chiltern","2014-10-01","Oct",2014,"Q4_2014",2,84,10,12,10,85,5,21,40,24,11,72
"Cambridgeshire","East of England","2014-10-01","Oct",2014,"Q4_2014",0,87,10,16,7,97,11,24,33,36,20,67
"Cheshire","Mersey-Cheshire","2014-10-01","Oct",2014,"Q4_2014",0,196,17,31,5,239,21,44,76,106,48,162
"Cleveland","North East","2014-10-01","Oct",2014,"Q4_2014",1,139,12,34,3,380,8,39,73,119,44,181
"Cumbria","North West","2014-10-01","Oct",2014,"Q4_2014",0,108,4,5,0,95,4,37,47,63,67,80
"Derbyshire","East Midlands","2014-10-01","Oct",2014,"Q4_2014",1,167,14,21,10,206,13,39,63,78,50,148
"Devon and Cornwall","South West","2014-10-01","Oct",2014,"Q4_2014",0,198,16,24,11,178,16,59,59,64,76,203
"Dorset","Oxfordshire","2014-10-01","Oct",2014,"Q4_2014",0,101,7,15,2,96,4,28,46,48,44,99
"Durham","North East","2014-10-01","Oct",2014,"Q4_2014",1,121,9,25,4,153,6,50,45,59,18,93
"Dyfed Powys","Cymru/Wales","2014-10-01","Oct",2014,"Q4_2014",0,74,2,6,1,58,8,28,56,55,31,234
"Essex","East of England","2014-10-01","Oct",2014,"Q4_2014",0,275,34,36,9,236,29,50,87,89,48,217
"Gloucestershire","South West","2014-10-01","Oct",2014,"Q4_2014",2,69,2,15,0,86,1,31,22,12,20,49
"GreaterManchester","North West","2014-10-01","Oct",2014,"Q4_2014",0,649,50,100,30,483,36,181,264,254,132,318
"Gwent","Cymru/Wales","2014-10-01","Oct",2014,"Q4_2014",2,124,9,19,0,177,3,48,76,95,35,192
"Hampshire","Oxfordshire","2014-10-01","Oct",2014,"Q4_2014",2,286,27,44,5,332,30,105,145,121,108,271
"Hertfordshire","Thames and Chiltern","2014-10-01","Oct",2014,"Q4_2014",0,207,14,27,7,205,13,41,71,63,17,183
"Humberside","Yorkshire and Humberside","2014-10-01","Oct",2014,"Q4_2014",0,158,27,29,11,204,13,47,70,121,12,96
"Kent","South East","2014-10-01","Oct",2014,"Q4_2014",2,217,30,56,17,340,22,80,89,85,108,231
"Lancashire","North West","2014-10-01","Oct",2014,"Q4_2014",2,343,24,64,11,306,10,108,128,187,132,260
"Leicestershire","East Midlands","2014-10-01","Oct",2014,"Q4_2014",2,144,12,14,8,148,18,37,30,56,11,151
"Lincolnshire","East Midlands","2014-10-01","Oct",2014,"Q4_2014",1,92,11,19,2,109,6,25,38,59,26,140
"Merseyside","Mersey-Cheshire","2014-10-01","Oct",2014,"Q4_2014",1,271,35,34,8,303,33,58,256,167,90,226
"Metropolitan and City","Greater London","2014-10-01","Oct",2014,"Q4_2014",12,1256,131,243,136,1307,214,322,1077,671,527,1353
"Norfolk","East of England","2014-10-01","Oct",2014,"Q4_2014",2,193,12,18,2,146,5,48,86,116,7,105
"Northamptonshire","East Midlands","2014-10-01","Oct",2014,"Q4_2014",0,110,6,11,1,119,8,23,34,43,10,114
"Northumbria","North East","2014-10-01","Oct",2014,"Q4_2014",1,296,22,53,15,517,25,88,125,175,76,253
"North Wales","Cymru/Wales","2014-10-01","Oct",2014,"Q4_2014",0,111,10,25,3,208,8,42,56,47,149,78
"North Yorkshire","Yorkshire and Humberside","2014-10-01","Oct",2014,"Q4_2014",0,116,4,15,1,164,11,33,47,90,15,92
"Nottinghamshire","East Midlands","2014-10-01","Oct",2014,"Q4_2014",2,231,16,49,17,221,10,70,109,87,72,170
"South Wales","Cymru/Wales","2014-10-01","Oct",2014,"Q4_2014",2,389,12,53,7,386,11,118,188,214,92,739
"South Yorkshire","Yorkshire and Humberside","2014-10-01","Oct",2014,"Q4_2014",1,241,10,41,16,342,25,74,126,122,33,154
"Staffordshire","West Midlands","2014-10-01","Oct",2014,"Q4_2014",1,192,23,33,6,175,4,50,86,67,39,162
"Suffolk","East of England","2014-10-01","Oct",2014,"Q4_2014",0,128,5,17,1,113,4,33,53,72,15,65
"Surrey","South East","2014-10-01","Oct",2014,"Q4_2014",0,108,14,23,7,113,21,29,83,58,75,145
"Sussex","South East","2014-10-01","Oct",2014,"Q4_2014",1,244,25,42,5,266,26,47,112,116,70,187
"Thames Valley","Thames and Chiltern","2014-10-01","Oct",2014,"Q4_2014",4,355,40,44,12,301,24,68,141,132,22,245
"Warwickshire","West Midlands","2014-10-01","Oct",2014,"Q4_2014",1,76,6,19,3,94,7,15,17,26,20,70
"West Mercia","West Midlands","2014-10-01","Oct",2014,"Q4_2014",1,171,20,22,6,197,10,37,44,84,46,177
"West Midlands","West Midlands","2014-10-01","Oct",2014,"Q4_2014",1,477,35,77,55,603,28,125,206,127,185,343
"West Yorkshire","Yorkshire and Humberside","2014-10-01","Oct",2014,"Q4_2014",9,380,44,78,30,387,28,97,173,125,64,270
"Wiltshire","Oxfordshire","2014-10-01","Oct",2014,"Q4_2014",0,85,14,6,5,81,11,26,36,52,26,76
"Avon and Somerset","South West","2014-11-01","Nov",2014,"Q4_2014",2,244,27,53,11,260,15,72,90,65,72,174
"Bedfordshire","Thames and Chiltern","2014-11-01","Nov",2014,"Q4_2014",1,83,3,15,14,81,6,17,40,35,6,72
"Cambridgeshire","East of England","2014-11-01","Nov",2014,"Q4_2014",1,115,8,15,8,120,9,30,38,53,35,94
"Cheshire","Mersey-Cheshire","2014-11-01","Nov",2014,"Q4_2014",4,165,16,30,4,187,25,29,63,70,36,127
"Cleveland","North East","2014-11-01","Nov",2014,"Q4_2014",1,115,12,25,5,257,5,37,56,91,24,75
"Cumbria","North West","2014-11-01","Nov",2014,"Q4_2014",0,91,12,7,4,101,4,36,31,46,54,81
"Derbyshire","East Midlands","2014-11-01","Nov",2014,"Q4_2014",0,153,15,29,9,166,11,41,68,48,39,113
"Devon and Cornwall","South West","2014-11-01","Nov",2014,"Q4_2014",1,167,9,23,2,158,8,49,62,55,61,151
"Dorset","Oxfordshire","2014-11-01","Nov",2014,"Q4_2014",0,102,4,21,5,117,6,27,41,37,20,87
"Durham","North East","2014-11-01","Nov",2014,"Q4_2014",0,101,8,14,1,118,9,26,21,25,18,57
"Dyfed Powys","Cymru/Wales","2014-11-01","Nov",2014,"Q4_2014",1,62,7,12,4,55,6,21,63,28,15,153
"Essex","East of England","2014-11-01","Nov",2014,"Q4_2014",0,267,37,32,3,250,12,58,102,72,46,206
"Gloucestershire","South West","2014-11-01","Nov",2014,"Q4_2014",0,62,3,9,11,72,6,21,42,10,15,50
"GreaterManchester","North West","2014-11-01","Nov",2014,"Q4_2014",1,622,41,70,50,415,31,153,159,286,102,350
"Gwent","Cymru/Wales","2014-11-01","Nov",2014,"Q4_2014",0,64,7,16,0,102,7,35,48,73,25,103
"Hampshire","Oxfordshire","2014-11-01","Nov",2014,"Q4_2014",1,277,24,31,9,259,19,65,104,92,100,222
